ID,Glider,Model,Manufacturer,Competition Class,Kind,Wingarea,Empty Weight,Reference Mass,MTOW,Min Speed,Polar Coeffs,Double Seater,Exclude Live,Vintage,Self-Launcher,2016,2017,2018,2019,2020,2021,2022,2023,2024
293,ASK 21,ASK 21 B,Alexander Schleicher,Double,GL,17.95,360.0,561.835,600.0,71.00,0.0000012:-0.0001353:0.0028923:0.0208474:-1.4431178,x,,,,92,92,92,92,92,92,92,92,92
294,ASK 21,ASK 21 Mi,Alexander Schleicher,Double,MG,17.95,450.0,561.835,600.0,71.00,0.0000012:-0.0001353:0.0028923:0.0208474:-1.4431178,x,,,x,92,92,92,92,92,92,92,92,92
295,G 103 Twin 2,G 103 Twin 2,Grob Aircraft,Double,GL,17.52,390.0,580.0,,79.00,-0.0022484:0.1166687:-2.3080298,x,,,,92,92,92,92,92,92,92,92,92
296,G 103 Twin Astir Trainer FG,G 103 Twin Astir Trainer FG,Grob Aircraft,Double,GL,17.8,490.0,594.52,650.0,77.00,-0.0000053:0.0008271:-0.0493643:1.2635012:-12.3531243,x,,,,92,92,92,92,92,92,92,92,92
297,PW 6,PW 6,PZL Świdnik,Double,GL,15.3,360.0,546.0,546.0,84.00,-0.0042384:0.2153750:-3.5316806,x,,,,86,86,86,86,86,86,86,86,86
298,SF 34,SF 34 FG,Scheibe-Flugzeugbau,Double,GL,14.8,430.0,534.3,540.0,77.00,-0.0000022:0.0003862:-0.0270257:0.7713176:-8.4070794,x,,,,86,86,86,86,86,86,86,86,86
299,IS 28 B2,IS 28 B2,ICA,Double,GL,18.24,375.0,590.0,,80.00,-0.0032940:0.1503000:-2.4533333,x,,,,84,84,84,84,84,84,84,84,84
300,SZD-50 Puchacz,SZD-50 Puchacz,PZL Bielsko,Double,GL,18.16,455.0,544.8,570.0,70.50,-0.0000073:0.0010355:-0.0569609:1.3474215:-12.2275429,x,,,,84,84,84,84,84,84,84,84,84
301,Bergfalke IV,Bergfalke IV,Scheibe-Flugzeugbau,Double,GL,17.88,402.0,491.7,505.0,70.00,-0.0000066:0.0009198:-0.0498405:1.1427146:-10.1536806,x,,x,,80,80,80,80,80,80,80,80,80
302,Condor 4,Condor 4,Alexander Schleicher,Double,GL,,,,,,,x,,x,,80,80,80,80,80,80,80,80,80
303,Kranich 3,Kranich 3,DFS,Double,GL,21.06,420.0,509.652,550.0,61.00,-0.0000049:0.0006545:-0.0360657:0.8214108:-7.2517130,x,,x,,80,80,80,80,80,80,80,80,80
304,L23 SuperBlanik,L23 SuperBlanik 18.2m,LET,Double,GL,19.15,382.0,472.0,500.0,65.00,-0.0000122:0.0015152:-0.0731290:1.5384958:-12.4602521,x,,x,,80,80,80,80,80,80,80,80,80
305,ASK 13,ASK 13,Alexander Schleicher,Double,GL,17.5,386.0,488.0,480.0,64.00,-0.0000014:0.0001758:-0.0122788:0.3313047:-3.7602297,x,,x,,79,79,79,79,79,79,79,79,79
306,Pipistrel Sinus,Pipistrel Sinus,Pipistrel,Double,MG,12.26,285.0,,472.5,,,x,x,,x,78,78,78,78,78,78,78,78,78
307,RF-10,RF-10,Fournier,Double,MG,18.70,600.0,,800.0,,,x,x,,x,78,78,78,78,78,78,78,78,78
308,RF-5B,RF-5B,Fournier,Double,MG,19.0,500.0,,700.0,,,x,x,,x,78,78,78,78,78,78,78,78,78
309,SF 28 A,SF 28 A,Scheibe-Flugzeugbau,Double,MG,18.5,400.0,,610.0,,,x,x,,x,78,78,78,78,78,78,78,78,78
310,ASK 16,ASK 16,Alexander Schleicher,Double,MG,19.0,470.0,,750.0,,,x,x,,x,76,76,76,76,76,76,76,76,76
311,Bergfalke III,Bergfalke III,Scheibe-Flugzeugbau,Double,GL,17.7,340.0,430.0,430.0,59.00,-0.0000168:0.0020835:-0.0995706:2.0449024:-15.9660406,x,,x,,76,76,76,76,76,76,76,76,76
312,SZD-9 Bocian,SZD-9 Bocian,PZL Bielsko,Double,GL,18.12,450.0,509.0,540.0,64.00,-0.0000050:0.0006656:-0.0359297:0.8062574:-7.1210427,x,,x,,76,76,76,76,76,76,76,76,76
313,IS 28 M,IS 28 M,ICA,Double,GL,,,,,,,x,,,,76,76,76,76,76,76,76,76,76
314,Ka 2,Ka 2,Alexander Schleicher,Double,GL,16.8,254.0,418.0,460.0,67.00,-0.0038026:0.1531948:-2.3813853,x,,x,,76,76,76,76,76,76,76,76,76
315,Kranich 2,Kranich 2,DFS,Double,GL,22.7,185.0,,350.0,,,x,,x,,76,76,76,76,76,76,76,76,76
316,SZD-45 Ogar,SZD-45 Ogar,PZL Bielsko,Double,MG,17.53,470.0,,700.0,,,x,x,,x,76,76,76,76,76,76,76,76,76
317,PZL KR-03A Puchatek,PZL KR-03A Puchatek,PZL Krosno,Double,GL,19.44,350.0,,540.0,,,x,,,,75,75,75,75,75,75,75,75,75
318,Bergfalke II,Bergfalke II,Scheibe-Flugzeugbau,Double,GL,17.7,340.0,430.0,430.0,59.00,-0.0000168:0.0020835:-0.0995706:2.0449024:-15.9660406,x,,x,,74,74,74,74,74,74,74,74,74
319,RF-5,RF-5,Fournier,Double,MG,15.16,450.0,,650.0,,,x,x,,x,74,74,74,74,74,74,74,74,74
320,SF 25 E,SF 25 E,Scheibe-Flugzeugbau,Double,MG,,,,,,,x,x,,x,74,74,74,74,74,74,74,74,74
321,G 109 B,G 109 B,Grob Aircraft,Double,MG,20.4,735.0,824.16,825.0,82.00,-0.0000178:0.0026752:-0.1519677:3.7694729:-35.3193761,x,x,,x,72,72,72,72,72,72,72,72,72
322,MDM-1 Fox,MDM-1 Fox,ZRPSL,Double,GL,12.3,345.0,,525.0,,,x,,,,72,72,72,72,72,72,72,72,72
323,Taifun 17e,Taifun 17e,Valentin Flugzeugbau,Double,MG,17.6,580.0,,820.0,,,x,x,,x,70,70,70,70,70,70,70,70,70
324,Dimona,Dimona,Diamond Aircraft,Double,MG,15.30,15.3,470.0,670.0,,,x,x,,x,68,68,68,68,68,68,68,68,68
325,G 109,G 109,Grob Aircraft,Double,MG,20.4,735.0,824.16,825.0,82.00,-0.0000178:0.0026752:-0.1519677:3.7694729:-35.3193761,x,x,,x,68,68,68,68,68,68,68,68,68
326,H36 Dimona,H36 Dimona,Diamond Aircraft,Double,MG,15.3,470.0,670.0,770.0,80.00,-0.0031104:0.1324800:-2.5700000,x,x,,x,68,68,68,68,68,68,68,68,68
327,HK36 Super Dimona,HK36 Super Dimona,Diamond Aircraft,Double,MG,15.3,470.0,670.0,770.0,80.00,-0.0031104:0.1324800:-2.5700000,x,x,,x,68,68,68,68,68,68,68,68,68
328,SF 25 C (2000),SF 25 C 2000,Scheibe-Flugzeugbau,Double,MG,18.2,435.0,,650.0,,,x,x,,x,67,67,67,67,67,67,67,67,67
329,SF 25C-S Falke 76,SF 25C-S Falke 76,Scheibe-Flugzeugbau,Double,MG,,,,,,,x,x,,x,67,67,67,67,67,67,67,67,67
330,Samburo AVo68-R,Samburo AVo68-R,M&D Flugzeugbau,Double,MG,20.7,585.0,,825.0,,,x,x,,x,67,67,67,67,67,67,67,67,67
331,SF 25B Falke,SF 25B Falke,Scheibe-Flugzeugbau,Double,MG,17.50,360.0,,555.0,,,x,x,,x,65,65,65,65,65,65,65,65,65
332,Ka 4 Rhönlerche II,Ka 4 Rhönlerche II,Alexander Schleicher,Double,GL,16.34,220.0,360.0,,45.00,-0.0037702:0.0922909:-1.3872727,x,,x,,54,54,54,54,54,54,54,54,54
333,Specht,Specht,Scheibe-Flugzeugbau,Double,GL,16.64,210.0,,390.0,,,x,,x,,54,54,54,54,54,54,54,54,54
334,ASG 32,ASG 32,Alexander Schleicher,Double,GL,15.7,490.0,807.0,850.0,83.40,-0.0000046:0.0006744:-0.0379062:0.9420338:-9.2441306,x,,,,114,114,116,114,114,114,120,120,120
335,ASG 32,ASG 32 EL,Alexander Schleicher,Double,MG,15.7,570.0,807.0,850.0,83.40,-0.0000046:0.0006744:-0.0379062:0.9420338:-9.2441306,x,,,x,114,114,116,114,114,114,120,120,120
336,ASG 32,ASG 32 Mi,Alexander Schleicher,Double,MG,15.7,570.0,807.0,850.0,83.40,-0.0000046:0.0006744:-0.0379062:0.9420338:-9.2441306,x,,,x,114,114,116,114,114,114,120,120,120
337,Arcus,Arcus,Schempp-Hirth,Double,GL,15.6,430.0,702.0,800.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,,114,114,116,114,114,114,120,120,120
338,Arcus,Arcus E,Schempp-Hirth,Double,MG,15.6,485.0,702.0,800.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,x,114,114,116,114,114,114,120,120,120
339,Arcus,Arcus M,Schempp-Hirth,Double,MG,15.6,510.0,702.0,800.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,x,114,114,116,114,114,114,120,120,120
340,Arcus,Arcus T,Schempp-Hirth,Double,MG,15.6,485.0,702.0,800.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,,114,114,116,114,114,114,120,120,120
341,HpH 304 TS Twin Shark,HpH 304 TS Twin Shark,HpH Sailplanes,Double,MG,15.3,495.0,688.5,850.0,78.00,-0.0000054:0.0008429:-0.0498947:1.2824907:-12.5555260,x,,,x,115,115,115,115,113,113,119,119,119
342,Duo Discus XL,Duo Discus XL,Schempp-Hirth,Double,GL,16.4,440.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
343,Duo Discus XL,Duo Discus XLT,Schempp-Hirth,Double,MG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,111,111,111,111,111,111,113,113,113
344,LS 11,LS 11,Rolladen-Schneider,Double,GL,13.9,480.0,,695.0,,,x,,,,111,111,111,111,111,111,113,113,113
345,DG 1000 20m,DG 1000M 20m,DG Flugzeugbau,Double,MG,17.53,501.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,x,110,110,110,110,110,110,110,111,111
346,DG 1000 20m,DG 1000S 20m,DG Flugzeugbau,Double,GL,17.53,415.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,110,111,111
347,DG 1000 20m,DG 1000T 20m,DG Flugzeugbau,Double,MG,17.53,465.0,583.4,750.0,70.70,-0.0000104:0.0015237:-0.0849420:2.0626700:-18.7888638,x,,,,110,110,110,110,110,110,110,111,111
348,Duo Discus,Duo Discus,Schempp-Hirth,Double,GL,16.4,440.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,110,110,110,110,110,110,112,112,112
349,Duo Discus,Duo Discus T,Schempp-Hirth,Double,MG,16.4,490.0,596.96,750.0,80.00,-0.0000057:0.0008204:-0.0447925:1.0602133:-9.6768272,x,,,,110,110,110,110,110,110,112,112,112
350,fs 33,fs 33,Akaflieg Stuttgart,Double,GL,14.43,408.5,,640.0,,,x,,,,109,109,109,109,109,109,109,109,109
351,Calif A 21,Calif A 21,Caproni,Double,GL,16.2,526.0,620.46,644.0,73.00,-0.0000026:0.0003714:-0.0211828:0.5255963:-5.3839803,x,,,,108,108,108,108,108,108,108,108,108
352,Calif A 21,Calif A 21 SJ,Caproni,Double,MG,16.2,526.0,620.46,644.0,73.00,-0.0000026:0.0003714:-0.0211828:0.5255963:-5.3839803,x,,,,108,108,108,108,108,108,108,108,108
353,B12,B12,Akaflieg Berlin,Double,GL,16.58,528.0,620.0,620.0,73.00,0.0000002:-0.0000324:-0.0002725:0.0670963:-1.7583300,x,,,,106,106,106,106,106,106,106,106,106
354,DG 1000 18m,DG 1000M 18m,DG Flugzeugbau,Double,MG,16.72,485.0,,750.0,,,x,,,x,106,106,106,106,106,106,106,106,106
355,DG 1000 18m,DG 1000S 18m,DG Flugzeugbau,Double,GL,16.72,400.0,,750.0,,,x,,,,106,106,106,106,106,106,106,106,106
356,DG 1000 18m,DG 1000T 18m,DG Flugzeugbau,Double,MG,16.72,450.0,,750.0,,,x,,,,106,106,106,106,106,106,106,106,106
357,Janus C FG,Janus C FG,Schempp-Hirth,Double,GL,17.4,405.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,106,106,106,106,106,106,106,106,106
358,Janus C FG,Janus CM FG,Schempp-Hirth,Double,MG,17.4,495.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,x,106,106,106,106,106,106,106,106,106
359,Janus C FG,Janus CT FG,Schempp-Hirth,Double,MG,17.4,455.0,593.34,700.0,71.00,-0.0000000:0.0000170:-0.0041480:0.1672645:-2.4754269,x,,,,106,106,106,106,106,106,106,106,106
360,DG 1000 18m FG,DG 1000 18m FG,DG Flugzeugbau,Double,GL,16.72,400.0,,750.0,,,x,,,,104,104,104,104,104,104,104,104,104
361,DG 500 20m,DG 500 20m,DG Flugzeugbau,Double,GL,17.59,480.0,664.9,750.0,74.00,-0.0000062:0.0008206:-0.0418703:0.9219439:-7.8517553,x,,,,104,104,104,104,104,104,104,104,104
362,DG 500 20m,DG 500M 20m,DG Flugzeugbau,Double,MG,17.59,530.0,664.9,750.0,74.00,-0.0000062:0.0008206:-0.0418703:0.9219439:-7.8517553,x,,,x,104,104,104,104,104,104,104,104,104
363,DG 505 M Orion 20m,DG 505 M Orion 20m,DG Flugzeugbau,Double,GL,,,,,,,x,,,,104,104,104,104,104,104,104,104,104
364,Janus 18.2m,Janus 18.2m,Schempp-Hirth,Double,GL,16.6,370.0,607.56,620.0,74.00,-0.0000030:0.0005070:-0.0330994:0.9157888:-9.7048730,x,,,,102,102,102,102,102,102,102,102,102
365,SZD-54-2 Perkoz 20m WL,SZD-54-2 Perkoz 20m WL,Allstar PZL Glider,Double,GL,17.3,380.0,442.0,615.0,71.00,-0.0054493:0.2451478:-3.4048949,x,,,,102,102,102,102,102,102,102,102,102
366,DG 500 Trainer RG,DG 500 Trainer RG,DG Flugzeugbau,Double,GL,16.6,400.0,572.7,750.0,74.00,-0.0000010:0.0000567:-0.0013382:0.0100304:-0.6248662,x,,,,100,100,100,100,100,100,100,100,100
367,DG 505 6 Orion,DG 505 6 Orion,DG Flugzeugbau,Double,GL,,,,,,,x,,,,100,100,100,100,100,100,100,100,100
368,DG 500 Trainer RG,DG 505 Trainer RG,DG Flugzeugbau,Double,GL,16.6,400.0,572.7,750.0,74.00,-0.0000010:0.0000567:-0.0013382:0.0100304:-0.6248662,x,,,,100,100,100,100,100,100,100,100,100
369,EB 29,EB 29,Binder,Open,MG,16.5,580,,900,,,,,,x,125,125,127,127,125,125,128,128,128
370,EB 29,EB 29D,Binder,Open,MG,16.5,580,,900,,,x,,,x,125,125,127,127,125,125,127,127,127
371,EB 29,EB 29DR,Binder,Open,MG,14.9,700,,900,,,x,,,x,125,125,127,127,125,125,129,129,129
372,EB 29,EB 29R,Binder,Open,MG,14.9,610,,900,,,,,,x,125,125,127,127,125,125,129,129,129
373,Eta,Eta,ETA Aircraft,Open,MG,18.6,840.0,950.0,970.0,83.23,-0.0000092:0.0014881:-0.0898789:2.3515673:-22.8607867,x,,,x,125,125,127,125,125,125,127,127,127
374,NimEta,NimEta X,ETA Aircraft,Open,MG,18.6,840.0,950.0,970.0,83.23,-0.0000092:0.0014881:-0.0898789:2.3515673:-22.8607867,,,,x,125,125,127,127,125,125,128,128,128
375,ASH 30 Mi,ASH 30 Mi,Alexander Schleicher,Open,MG,17.17,630.0,,850.0,,,x,,,x,124,124,126,124,124,124,124,124,124
376,ASW 22 BL,ASW 22 BL,Alexander Schleicher,Open,GL,17.0,465.0,584.0,750.0,74.00,-0.0000014:0.0002313:-0.0153017:0.4183136:-4.4203432,,,,,124,124,124,124,124,124,124,124,124
377,ASW 22 BL,ASW 22 BLE,Alexander Schleicher,Open,MG,17.0,515.0,584.0,750.0,74.00,-0.0000014:0.0002313:-0.0153017:0.4183136:-4.4203432,,,,x,124,124,124,124,124,124,124,124,124
378,EB 28,EB 28,Binder,Open,MG,16.8,570.0,670.0,,80.00,-0.0010800:0.0390000:-0.7100000,x,,,x,124,124,126,126,124,124,125,125,125
379,Nimbus 4,Nimbus 4,Schempp-Hirth,Open,GL,17.8,470.0,597.0,820.0,65.10,-0.0017979:0.0778689:-1.2460925,,,,,124,124,124,124,124,124,124,124,124
380,Nimbus 4,Nimbus 4M,Schempp-Hirth,Open,MG,17.8,550.0,597.0,820.0,65.10,-0.0017979:0.0778689:-1.2460925,,,,x,124,124,124,124,124,124,124,124,124
381,Nimbus 4,Nimbus 4T,Schempp-Hirth,Open,MG,17.8,520.0,597.0,820.0,65.10,-0.0017979:0.0778689:-1.2460925,,,,,124,124,124,124,124,124,124,124,124
382,ASH 25 >= 26m,ASH 25 >= 26m,Alexander Schleicher,Open,GL,16.62,510.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,,123,123,123,123,123,123,123,123,123
383,ASH 25 >= 26m,ASH 25 E >= 26m,Alexander Schleicher,Open,MG,16.62,560.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,,123,123,123,123,123,123,123,123,123
384,ASH 25 EB 28,ASH 25 EB 28,Binder,Open,MG,,,,,,,x,,,x,123,123,123,123,123,123,123,123,123
385,ASH 25 >= 26m,ASH 25 M >= 26m,Alexander Schleicher,Open,MG,16.62,560.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,x,123,123,123,123,123,123,123,123,123
386,ASH 25 >= 26m,ASH 25 Mi >= 26m,Alexander Schleicher,Open,MG,16.62,560.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,x,123,123,123,123,123,123,123,123,123
387,ASW 22 B,ASW 22 B,Alexander Schleicher,Open,GL,16.31,415.0,542.0,750.0,68.00,-0.0000018:0.0003058:-0.0200608:0.5313844:-5.2542724,,,,,123,123,123,123,123,123,123,123,123
388,ASW 22 B,ASW 22 BE,Alexander Schleicher,Open,MG,16.31,465.0,542.0,750.0,68.00,-0.0000018:0.0003058:-0.0200608:0.5313844:-5.2542724,,,,x,123,123,123,123,123,123,123,123,123
389,Antares 23,Antares 23E,Lange Aviation,Open,MG,14.75,530.0,750.0,850.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,123,123,125,125,123,123,126,126,126
390,Antares 23,Antares 23T,Lange Aviation,Open,MG,14.75,445.0,750.0,850.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,,123,123,125,125,123,123,126,126,126
391,Nimbus 4D,Nimbus 4D,Schempp-Hirth,Open,GL,17.8,515.0,743.0,820.0,87.50,-0.0018380:0.0940520:-1.6695495,x,,,,123,123,124,123,123,123,123,123,123
392,Nimbus 4D,Nimbus 4DM,Schempp-Hirth,Open,MG,17.8,595.0,820.0,820.0,80.01,-0.0014444:0.0722333:-1.3719544,x,,,x,123,123,124,123,123,123,123,123,123
393,Nimbus 4D,Nimbus 4DT,Schempp-Hirth,Open,MG,17.8,565.0,820.0,820.0,80.01,-0.0014444:0.0722333:-1.3719544,x,,,,123,123,124,123,123,123,123,123,123
394,Quintus,Quintus,Schempp-Hirth,Open,MG,14.7,500.0,750.0,850.0,100.43,-0.0000013:0.0002225:-0.0155789:0.4726775:-5.5924087,,,,x,123,123,125,125,123,123,126,126,126
395,ASH 25,ASH 25,Alexander Schleicher,Open,GL,16.31,510.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,,122,122,122,122,122,122,122,122,122
396,ASH 25,ASH 25 E,Alexander Schleicher,Open,MG,16.31,560.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,,122,122,122,122,122,122,122,122,122
397,ASH 25,ASH 25 M,Alexander Schleicher,Open,MG,16.31,560.0,663.81,750.0,75.50,-0.0000025:0.0004124:-0.0261901:0.6935748:-6.9213741,x,,,x,122,122,122,122,122,122,122,122,122
398,JS1C 21m,JS1C 21m,Jonker Sailplanes,Open,GL,12.25,350.0,610.0,720.0,87.60,-0.0000059:0.0009125:-0.0530351:1.3513588:-13.1094949,,,,,122,122,124,122,122,122,127,126,126
399,JS1C 21m,JS1C TJ 21m,Jonker Sailplanes,Open,MG,12.25,370.0,610.0,720.0,87.60,-0.0000059:0.0009125:-0.0530351:1.3513588:-13.1094949,,,,,122,122,124,122,122,122,127,126,126
400,LAK-20 26m,LAK-20M 26m,Sportinė Aviacija,Open,MG,16.4,500.0,,850.0,,,,,,x,122,122,122,122,122,122,122,122,122
401,LAK-20 26m,LAK-20T 26m,Sportinė Aviacija,Open,MG,16.4,485.0,,850.0,,,,,,,122,122,122,122,122,122,122,122,122
402,Nimbus 3 25.5m,Nimbus 3 25.5m,Schempp-Hirth,Open,GL,,,,,,,,,,,122,122,122,122,122,122,122,122,122
403,Nimbus 3 25.5m,Nimbus 3M 25.5m,Schempp-Hirth,Open,MG,,,,,,,,,,x,122,122,122,122,122,122,122,122,122
404,Nimbus 3 25.5m,Nimbus 3T 25.5m,Schempp-Hirth,Open,MG,,,,,,,,,,,122,122,122,122,122,122,122,122,122
405,AS 22-2,AS 22-2,Alexander Schleicher,Open,GL,15.5,462.0,,750.0,,,x,,,,121,121,121,121,121,121,121,121,121
406,ASH 31 Mi 21m,ASH 31 Mi 21m,Alexander Schleicher,Open,MG,13.2,435.0,750.0,700.0,94.30,-0.0000025:0.0003993:-0.0246597:0.6757785:-7.3549105,,,,x,121,121,123,121,121,121,125,124,124
407,ASW 22 24m,ASW 22 24m,Alexander Schleicher,Open,GL,15.49,410.0,508.0,750.0,71.00,-0.0000005:0.0001005:-0.0085562:0.2505626:-2.7491925,,,,,121,121,121,121,121,121,121,121,121
408,ASW 22 24m,ASW 22E 24m,Alexander Schleicher,Open,MG,15.49,460.0,508.0,750.0,71.00,-0.0000005:0.0001005:-0.0085562:0.2505626:-2.7491925,,,,x,121,121,121,121,121,121,121,121,121
409,Nimbus 3 24.5m,Nimbus 3 24.5m,Schempp-Hirth,Open,GL,16.7,390.0,482.63,750.0,66.00,-0.0000026:0.0004041:-0.0245217:0.6143873:-5.7771652,,,,,121,121,121,121,121,121,121,121,121
410,Nimbus 3 24.5m,Nimbus 3T 24.5m,Schempp-Hirth,Open,MG,16.7,430.0,482.63,750.0,66.00,-0.0000026:0.0004041:-0.0245217:0.6143873:-5.7771652,,,,,121,121,121,121,121,121,121,121,121
411,Antares 20,Antares 20E,Lange Aviation,Open,MG,12.6,475.0,530.0,660.0,80.00,-0.0014256:0.0709200:-1.3900000,,,,x,120,120,122,122,120,120,123,122,122
412,LAK-20 23m,LAK-20M 23m,Sportinė Aviacija,Open,MG,15.49,479.0,,825.0,,,,,,x,120,120,122,122,120,120,120,120,120
413,LAK-20 23m,LAK-20T 23m,Sportinė Aviacija,Open,MG,15.49,494.0,,825.0,,,,,,,120,120,122,122,120,120,120,120,120
415,Nimbus 3D 24.6m,Nimbus 3D 24.6m,Schempp-Hirth,Open,GL,16.7,495.0,482.63,750.0,66.00,-0.0000026:0.0004041:-0.0245217:0.6143873:-5.7771652,x,,,,120,120,120,120,120,120,120,120,120
416,Nimbus 3D 24.6m,Nimbus 3DM 24.6m,Schempp-Hirth,Open,MG,16.7,465.0,482.63,750.0,66.00,-0.0000026:0.0004041:-0.0245217:0.6143873:-5.7771652,x,,,x,120,120,120,120,120,120,120,120,120
417,Nimbus 3D 24.6m,Nimbus 3DT 24.6m,Schempp-Hirth,Open,MG,16.7,535.0,482.63,750.0,66.00,-0.0000026:0.0004041:-0.0245217:0.6143873:-5.7771652,x,,,,120,120,120,120,120,120,120,120,120
418,ASW 22 22m,ASW 22 22m,Alexander Schleicher,Open,GL,14.9,400.0,610.58,750.0,77.00,-0.0000003:0.0000772:-0.0071497:0.2302361:-2.8610385,,,,,119,119,119,119,119,119,119,119,119
419,LAK-17 21m,LAK-17B 21m,Sportinė Aviacija,Open,GL,11.58,332,,600,,,,,,,119,119,119,119,119,119,123,123,123
420,LAK-17 21m,LAK-17B FES 21m,Sportinė Aviacija,Open,FG,11.58,332,,600,,,,,,,119,119,119,119,119,119,123,123,123
421,LAK-17 21m,LAK-17B T 21m,Sportinė Aviacija,Open,MG,11.58,332,,600,,,,,,,119,119,119,119,119,119,123,123,123
422,Nimbus 3 22.9m,Nimbus 3 22.9m,Schempp-Hirth,Open,GL,16.26,380.0,480.26,750.0,68.00,-0.0000012:0.0001925:-0.0126783:0.3283705:-3.3185342,,,,,119,119,119,119,119,119,119,119,119
423,Glasflügel 604 24m,Glasflügel 604 24m,Glasflügel,Open,GL,,,,,,,,,,,118,118,118,118,118,118,118,118,118
424,LS 5,LS 5,Rolladen-Schneider,Open,GL,12.4,287.0,405.48,450.0,68.50,-0.0000016:0.0002087:-0.0114486:0.2629281:-2.5394657,,,,,118,118,118,118,118,118,118,118,118
425,SB 10,SB 10,Akaflieg Braunschweig,Open,GL,21.81,755.0,780.8,888.0,74.00,-0.0000040:0.0006666:-0.0415879:1.0979554:-10.8369665,x,,,,118,118,118,118,118,118,118,118,118
426,ASW 17,ASW 17,Alexander Schleicher,Open,GL,14.84,400.0,489.72,610.0,74.00,-0.0000030:0.0004614:-0.0276728:0.7075487:-6.9368215,,,,,115,115,115,115,115,115,115,115,115
427,Glasflügel 604,Glasflügel 604,Glasflügel,Open,GL,16.26,455.0,559.344,650.0,69.50,-0.0000006:0.0000870:-0.0068813:0.2118864:-2.6341690,,,,,114,114,114,114,114,114,114,114,114
428,Kestrel 22m,Kestrel 22m,Glasflügel,Open,GL,16.26,455.0,559.344,650.0,69.50,-0.0000006:0.0000870:-0.0068813:0.2118864:-2.6341690,,,,,114,114,114,114,114,114,114,114,114
429,LAK-12,LAK-12,Sportinė Aviacija,Open,GL,14.63,360.0,430.0,,55.00,-0.0017885:0.0705600:-1.1737500,,,,,114,114,114,114,114,114,114,114,114
430,Nimbus 2,Nimbus 2,Schempp-Hirth,Open,GL,14.41,315.0,432.3,650.0,69.00,-0.0000024:0.0003324:-0.0189776:0.4576805:-4.3833748,,,,,114,114,114,114,114,114,114,114,114
431,Nimbus 2,Nimbus 2M,Schempp-Hirth,Open,MG,14.41,375.0,432.3,650.0,69.00,-0.0000024:0.0003324:-0.0189776:0.4576805:-4.3833748,,,,x,114,114,114,114,114,114,114,114,114
432,Nimbus 2,Nimbus 2b,Schempp-Hirth,Open,GL,14.41,315.0,432.3,650.0,69.00,-0.0000024:0.0003324:-0.0189776:0.4576805:-4.3833748,,,,,114,114,114,114,114,114,114,114,114
433,Nimbus 2,Nimbus 2c,Schempp-Hirth,Open,GL,14.41,315.0,432.3,650.0,69.00,-0.0000024:0.0003324:-0.0189776:0.4576805:-4.3833748,,,,,114,114,114,114,114,114,114,114,114
434,SZD-42 Jantar 2,SZD-42 Jantar 2,PZL Bielsko,Open,GL,14.27,362.0,482.0,649.0,70.00,-0.0000006:0.0001061:-0.0084064:0.2501885:-2.9394474,,,,,113,113,113,113,113,113,113,113,113
435,SZD-42 Jantar 2,SZD-42-2 Jantar 2b,PZL Bielsko,Open,GL,14.3,356.0,474.76,649.0,70.00,-0.0000006:0.0001061:-0.0084064:0.2501885:-2.9394474,,,,,113,113,113,113,113,113,113,113,113
436,SZD-38 Jantar 1,SZD-38 Jantar 1,PZL Bielsko,Open,GL,13.38,293.0,,515.0,,,,,,,112,112,112,112,112,112,112,112,112
